S.No,LocalBodyName,WardNo,Post,District,State,Winner,GovernmentAllianceVote,UMLVote
1107,भानु नगरपालिका,3,वडा अध्यक्ष,तनहुँ,4,दल नारायण श्रेष्ठ,642,719
1108,ट्याम्केमैयुम गाउँपालिका,5,वडा अध्यक्ष,भोजपुर,1,सुनिल राई,294,409
1109,अदानचुली गाउँपालिका,2,वडा अध्यक्ष,हुम्ला,6,दल वहादुर वुढा,285,295
1110,चैनपुर नगरपालिका,6,वडा अध्यक्ष,संखुवासभा,1,नेत्र बहादुर डाँगी,591,645
1111,मंगलसेन नगरपालिका,3,वडा अध्यक्ष,अछाम,7,पदम सिंह भाट,383,556
1112,पाण्डवगुफा गाउँपालिका,6,वडा अध्यक्ष,बाजुरा,7,कटक वहादुर विष्ट,311,316
1113,बुङदीकाली गाउँपालिका,5,वडा अध्यक्ष,नवलपरासी (बर्दघाट सुस्ता पूर्व),4,दल बहादुर खरु मगर,154,384
1114,पाख्रिवास नगरपालिका,3,वडा अध्यक्ष,धनकुटा,1,सुन्दर लाल तामाङ,379,412
1115,काठमाण्डौ महानगरपालिका,3,वडा अध्यक्ष,काठमाडौं,3,दिपक के.सी.,2033,3062
1116,बनेपा नगरपालिका,5,वडा अध्यक्ष,काभ्रेपलाञ्चोक,3,बलराम अधिकारी,1102,1161
1117,चौतारा साँगाचोकगढी नगरपालिका,2,वडा अध्यक्ष,सिन्धुपाल्चोक,3,दिपेन्द्र थापा,311,331
1118,आरूघाट गाउँपालिका,6,वडा अध्यक्ष,गोरखा,4,विर बहादुर गुरुङ,438,444
1119,औरही  गाउँपालिका,4,वडा अध्यक्ष,धनुषा,2,शिव नाथ साह,360,542
1120,चाँगुनारायण नगरपालिका,6,वडा अध्यक्ष,भक्तपुर,3,सन्ते वाइवा,208,971
1121,भेरीगंगा नगरपालिका,11,वडा अध्यक्ष,सुर्खेत,6,तिलक राम डाङ्गी,805,941
1122,मोदी गाउँपालिका,3,वडा अध्यक्ष,पर्वत,4,देवेन्द्र बहादुर क्षेत्री,355,536
1123,षडानन्द नगरपालिका,13,वडा अध्यक्ष,भोजपुर,1,इन्द्र कुमार श्रेष्ठ,328,382
1124,सत्यवती गाउँपालिका,7,वडा अध्यक्ष,गुल्मी,5,लोक बहादुर बुढाथोकी,429,792
1125,बाह्गाउँ मुक्तिक्षेत्र गाउँपालिका,5,वडा अध्यक्ष,मुस्तांग,4,राप्के गुरुङ,97,149
1126,नगराइन नगरपालिका,4,वडा अध्यक्ष,धनुषा,2,अमिरी लाल राउत,657,800
1127,रूपा गाउँपालिका,6,वडा अध्यक्ष,कास्की,4,नारायण गुरुङ्ग,710,810
1128,देवघाट गाउँपालिका,1,वडा अध्यक्ष,तनहुँ,4,भिम बहादुर गुरुङ्ग,546,668
1129,कावासोती नगरपालिका,15,वडा अध्यक्ष,नवलपरासी (बर्दघाट सुस्ता पूर्व),4,देव नारायण महतो,579,1061
1130,लम्की चुहा नगरपालिका,9,वडा अध्यक्ष,कैलाली,7,राम प्रसाद चौधरी,611,762
1131,पूर्वखोला गाउँपालिका,6,वडा अध्यक्ष,पाल्पा,5,मन वहादुर सारु,243,548
1132,रामपुर नगरपालिका,3,वडा अध्यक्ष,पाल्पा,5,दिनेश कुमार खनाल,771,1094
1133,वैतेश्वर  गाउँपालिका,5,वडा अध्यक्ष,दोलखा,3,माधव बहादुर बस्नेत,230,1098
1134,मर्स्याङदी गाउँपालिका,8,वडा अध्यक्ष,लमजुंग,4,हिरा देवी गुरुङ(घले),203,491
1135,खाँडाचक्र नगरपालिका,9,वडा अध्यक्ष,कालिकोट,6,गोविन्द बहादुर मल्ल,153,255
1136,सिम्ता गाउँपालिका,1,वडा अध्यक्ष,सुर्खेत,6,मान सि कामी,330,773
1137,माई नगरपालिका,2,वडा अध्यक्ष,इलाम,1,खम्बासिं लिम्बु,612,722
1138,आठबीस नगरपालिका,4,वडा अध्यक्ष,दैलेख,6,रण बहादुर माझी,473,491
1139,भिरकोट नगरपालिका,6,वडा अध्यक्ष,स्याङ्जा,4,लक्ष्मण खत्री क्षेत्री,443,462
1140,पाख्रिवास नगरपालिका,7,वडा अध्यक्ष,धनकुटा,1,फणिन्द्र बहादुर तामाङ,40,286
