S.No,LocalBodyName,WardNo,Post,District,State,Winner,GovernmentAllianceVote,UMLVote
572,तारकेश्वर नगरपालिका,4,वडा अध्यक्ष,काठमाडौं,3,नरेन्द्र दाश श्रेष्ठ,552,599
573,चन्दननाथ नगरपालिका,8,वडा अध्यक्ष,जुम्ला,6,नर जीत दमाइ,240,300
574,दोर्दी गाउँपालिका,3,वडा अध्यक्ष,लमजुंग,4,ईन्‍द्र जित गुरुङ,347,443
575,बुद्धभूमी नगरपालिका,3,वडा अध्यक्ष,कपिलवस्तु,5,गोविन्द प्रसाद आचार्य,1109,1251
576,दुल्लु नगरपालिका,11,वडा अध्यक्ष,दैलेख,6,खगेन्द्र बहादुर थापा,790,920
577,साफेबगर नगरपालिका,9,वडा अध्यक्ष,अछाम,7,धु्र्व बहादुर थापा,255,602
578,पोखरा लेखनाथ महानगरपालिका,26,वडा अध्यक्ष,कास्की,4,नारायण प्रसाद बराल,2103,2130
579,खोटेहाङ गाउँपालिका,4,वडा अध्यक्ष,खोटाङ्ग,1,कृतन राई,353,368
580,गल्याङ नगरपालिका,11,वडा अध्यक्ष,स्याङ्जा,4,शंकर देव अधिकारी,948,1101
581,गुराँस गाउँपालिका,1,वडा अध्यक्ष,दैलेख,6,नर बहादुर रामजाली मगर,359,385
582,देउमाई नगरपालिका,8,वडा अध्यक्ष,इलाम,1,चन्द्र बहादुर मगर,447,1069
583,शिवसताक्षि नगरपालिका,3,वडा अध्यक्ष,झापा,1,पुण्य प्रसाद सापकोटा,505,807
584,राप्ती नगरपालिका,7,वडा अध्यक्ष,चितवन,3,सुमिता डल्लाकोटी,965,1095
585,बाह्रदशी गाउँपालिका,2,वडा अध्यक्ष,झापा,1,यादव प्रसाद मिश्र,1022,1038
586,गौरिशंकर  गाउँपालिका,6,वडा अध्यक्ष,दोलखा,3,पेम्वा शेर्पा,262,468
587,छेडागाड नगरपालिका,4,वडा अध्यक्ष,जाजरकोट,6,गणेश बहादुर थापा,364,367
588,पञ्चपुरी नगरपालिका,5,वडा अध्यक्ष,सुर्खेत,6,होम बहादुर रामजली,537,586
589,विर्तामोड नगरपालिका,5,वडा अध्यक्ष,झापा,1,राजेन्द्र प्रसाद लिङ्गदेन,1795,2104
590,सुन्दरहरैंचा नगरपालिका,12,वडा अध्यक्ष,मोरङ्ग,1,रोशन प्रसाद ढकाल,1009,1648
591,गौमुल गाउँपालिका,1,वडा अध्यक्ष,बाजुरा,7,बल बहादुर रोकाया,114,590
592,राप्ती नगरपालिका,5,वडा अध्यक्ष,चितवन,3,मेनुका पाठक,484,686
593,हतुवागढी गाउँपालिका,4,वडा अध्यक्ष,भोजपुर,1,चन्द्र बहादुर विष्‍ट,417,464
594,काठेखोला गाउँपालिका,6,वडा अध्यक्ष,बागलुङ,4,युक्त प्रसाद कँडेल,507,673
595,विजयनगर गाउँपालिका,1,वडा अध्यक्ष,कपिलवस्तु,5,इन्‍दर थारु,576,811
596,नारायण नगरपालिका,1,वडा अध्यक्ष,दैलेख,6,तीर्थनारायण श्रेष्ठ,445,514
597,फक्ताङलुङ गाउँपालिका,5,वडा अध्यक्ष,ताप्लेजुंग,1,देउ प्रसाद लिम्बु,208,215
598,काठमाण्डौ महानगरपालिका,24,वडा अध्यक्ष,काठमाडौं,3,बाल कृष्ण श्रेष्ठ,1068,1452
599,गुर्भाकोट नगरपालिका,1,वडा अध्यक्ष,सुर्खेत,6,लाल बहादुर खासु,499,736
600,ईनरुवा नगरपालिका,3,वडा अध्यक्ष,सुनसरी,1,कालुराम गुरुङ्ग,1270,1296
601,बुढीगंगा नगरपालिका,2,वडा अध्यक्ष,बाजुरा,7,हिरा लाल थापा,311,496
602,विर्तामोड नगरपालिका,2,वडा अध्यक्ष,झापा,1,नगेन्द्र प्रसाद संगौला,1426,1579
603,ट्याम्केमैयुम गाउँपालिका,3,वडा अध्यक्ष,भोजपुर,1,पुर्ण प्रसाद राई,284,300
604,मन्थली नगरपालिका,13,वडा अध्यक्ष,रामेछाप,3,राजेन्द्र चौहान,484,734
605,भक्तपुर नगरपालिका,8,वडा अध्यक्ष,भक्तपुर,3,महेन्द्र खायमली,169,404
606,खत्याड गाउँपालिका,10,वडा अध्यक्ष,मुगु,6,तिलक बहादुर रावल,254,303
607,बाह्रदशी गाउँपालिका,5,वडा अध्यक्ष,झापा,1,भुपेन्द्र कटुवाल,401,1269
608,बाणगंगा नगरपालिका,9,वडा अध्यक्ष,कपिलवस्तु,5,धुव्र बेल्‍वासे,1286,1422
609,दुहवी नगरपालिका,1,वडा अध्यक्ष,सुनसरी,1,मो. अजुल हुसैन,348,548
610,रामपुर नगरपालिका,10,वडा अध्यक्ष,पाल्पा,5,लिल वहादुर गाहा,843,1213
611,बगनासकाली गाउँपालिका,5,वडा अध्यक्ष,पाल्पा,5,इश्‍वर कुमार राना,463,676
612,पाटन नगरपालिका,4,वडा अध्यक्ष,बैतडी,7,दीपक सिह विष्ट,405,431
613,आँधीखोला गाउँपालिका,6,वडा अध्यक्ष,स्याङ्जा,4,कृष्ण प्रसाद ढकाल,647,898
614,काठमाण्डौ महानगरपालिका,1,वडा अध्यक्ष,काठमाडौं,3,भरत लाल श्रेष्‍ठ,721,1035
615,अर्जुनधारा नगरपालिका,4,वडा अध्यक्ष,झापा,1,दुर्गा प्रसाद दाहाल,1065,1118
616,काईके गाउँपालिका,7,वडा अध्यक्ष,डोल्पा,6,रामचन्द्र  रोकाय,14,71
617,मुगुम कार्मारोंग गाउँपालिका,5,वडा अध्यक्ष,मुगु,6,छवाङ ग्यालजन तामाङ,83,131
618,मेरिङदेन गाउँपालिका,3,वडा अध्यक्ष,ताप्लेजुंग,1,गणेश प्रसाद भण्डारी,251,304
619,विहादी गाउँपालिका,5,वडा अध्यक्ष,पर्वत,4,श्याम बहादुर के.सी,476,503
620,मुगुम कार्मारोंग गाउँपालिका,1,वडा अध्यक्ष,मुगु,6,सुनाम याङजी तामाङ,93,103
621,तातोपानी गाउँपालिका,4,वडा अध्यक्ष,जुम्ला,6,धिर जेसी,388,445
622,कावासोती नगरपालिका,12,वडा अध्यक्ष,नवलपरासी (बर्दघाट सुस्ता पूर्व),4,खेम प्रसाद काफ्ले,464,493
623,पूर्वीचौकी गाउँपालिका,5,वडा अध्यक्ष,डोटी,7,पदम बहादुर धानुक,497,878
624,अमरगढी नगरपालिका,5,वडा अध्यक्ष,डडेलधुरा,7,खेम राज पाठक,375,458
625,कालिका नगरपालिका,11,वडा अध्यक्ष,चितवन,3,कृष्ण बहादुर प्रजा,299,316
626,पञ्चपुरी नगरपालिका,9,वडा अध्यक्ष,सुर्खेत,6,शान्ति राज खराल,600,689
627,सन्धिखर्क नगरपालिका,10,वडा अध्यक्ष,अर्घाखांची,5,लक्ष्मी नारायण चुँदाली,557,639
628,गोदावरी नगरपालिका,13,वडा अध्यक्ष,ललितपुर,3,भास्कर थापा,859,971
629,सैनामैना नगरपालिका,2,वडा अध्यक्ष,रुपन्देही,5,कामदेव भुसाल,774,791
630,धवलागिरी गाउँपालिका,2,वडा अध्यक्ष,म्याग्दी,4,गम प्रसाद बि.क.,158,294
631,सिरीजङ्घा गाउँपालिका,1,वडा अध्यक्ष,ताप्लेजुंग,1,उर्मिला थेबे,354,507
632,दशरथचन्द नगरपालिका,5,वडा अध्यक्ष,बैतडी,7,नारायण प्रसाद भट्ट,380,513
633,बागलुङ नगरपालिका,4,वडा अध्यक्ष,बागलुङ,4,ध्रुब बहादुर के.सी,712,816
634,डुंगेश्वर गाउँपालिका,2,वडा अध्यक्ष,दैलेख,6,राजु कुमार खत्री,756,764
635,दमक नगरपालिका,3,वडा अध्यक्ष,झापा,1,नवीन वराल,1184,2033
636,सिद्दिचरण नगरपालिका,4,वडा अध्यक्ष,ओखलढुंगा,1,रत्‍न बहादुर गुरुङ,376,648
637,सियारी गाउँपालिका,6,वडा अध्यक्ष,रुपन्देही,5,शेर बहादुर गुरुङ्ग,828,1438
638,चन्द्रागिरी नगरपालिका,15,वडा अध्यक्ष,काठमाडौं,3,उत्तम बहादुर राउत,1240,1395
639,भिमेश्वर  नगरपालिका,5,वडा अध्यक्ष,दोलखा,3,रामचन्द्र बस्नेत,691,1340
640,कुश्मा नगरपालिका,13,वडा अध्यक्ष,पर्वत,4,जङ्ग बहादुर के.सी.,460,476
641,छत्रदेव गाउँपालिका,3,वडा अध्यक्ष,अर्घाखांची,5,तेज प्रसाद खनाल,630,785
642,सन्दकपुर गाउँपालिका,3,वडा अध्यक्ष,इलाम,1,कृष्ण प्रसाद पाठक,730,954
643,मण्डनदेउपुर नगरपालिका,3,वडा अध्यक्ष,काभ्रेपलाञ्चोक,3,दिल बहादुर तामाङ,566,651
644,बर्जु गाउँपालिका,6,वडा अध्यक्ष,सुनसरी,1,बिनोद कुमार चौधरी,512,848
645,ईस्मा गाउँपालिका,4,वडा अध्यक्ष,गुल्मी,5,गनु प्रसाद अधिकारी,750,1006
646,गैडाकोट नगरपालिका,9,वडा अध्यक्ष,नवलपरासी (बर्दघाट सुस्ता पूर्व),4,प्रेम प्रसाद सापकोटा,309,319
647,भोजपुर नगरपालिका,9,वडा अध्यक्ष,भोजपुर,1,राम बहादुर तामाङ्ग,239,282
648,अर्जुन चौपारी गाउँपालिका,1,वडा अध्यक्ष,स्याङ्जा,4,चित्र बहादुर विष्ट क्षेत्री,793,794
649,जोरायल गाउँपालिका,4,वडा अध्यक्ष,डोटी,7,नन्द राज भट्ट,838,1208
650,पुतलीबजार नगरपालिका,13,वडा अध्यक्ष,स्याङ्जा,4,ख्याम नारायण अधिकारी,879,1736
651,मदाने गाउँपालिका,1,वडा अध्यक्ष,गुल्मी,5,प्रेम चन्द वोहोरा,347,575
652,तिलोत्तमा नगरपालिका,11,वडा अध्यक्ष,रुपन्देही,5,मुक्ति नारायण चौधरी थारु,1957,1963
653,तामाकोशी  गाउँपालिका,5,वडा अध्यक्ष,दोलखा,3,राज कुमार रोकाहा,149,718
654,पथरी शनिश्चरे नगरपालिका,1,वडा अध्यक्ष,मोरङ्ग,1,बाबुराम एङदेन,1091,1529
655,निस्दी गाउँपालिका,2,वडा अध्यक्ष,पाल्पा,5,पूर्ण बहादुर थापा वाकावल,98,740
656,पोखरा लेखनाथ महानगरपालिका,1,वडा अध्यक्ष,कास्की,4,शारदा कुमारी पराजुली,1093,1113
657,फलेवास नगरपालिका,7,वडा अध्यक्ष,पर्वत,4,हरीराम रेग्‍मी,329,361
658,पोखरा लेखनाथ महानगरपालिका,21,वडा अध्यक्ष,कास्की,4,खगराज आचार्य,1541,2544
659,माछापुछ्रे गाउँपालिका,9,वडा अध्यक्ष,कास्की,4,दुर्गा बहादुर क्षत्री,312,349
660,विरुवा गाउँपालिका,3,वडा अध्यक्ष,स्याङ्जा,4,सन्त बहादुर आले,436,490
661,भेरी नगरपालिका,7,वडा अध्यक्ष,जाजरकोट,6,चन्द्र बहादुर शाही,518,555
662,क्षिरेश्वरनाथ नगरपालिका,10,वडा अध्यक्ष,धनुषा,2,रामपदारथ यादव,268,434
663,चन्द्रागिरी नगरपालिका,11,वडा अध्यक्ष,काठमाडौं,3,हरि भक्‍त महर्जन,326,357
664,हेटौडा उपमहानगरपालिका,9,वडा अध्यक्ष,मकवानपुर,3,लक्ष्‍मन प्रसाद भण्डारी,1531,1670
665,फलेवास नगरपालिका,5,वडा अध्यक्ष,पर्वत,4,दिपक शर्मा पौडेल,335,739
666,गरुडा नगरपालिका,6,वडा अध्यक्ष,रौतहट,2,अशोक प्रसाद यादव,880,1411
667,आमचोक गाउँपालिका,3,वडा अध्यक्ष,भोजपुर,1,गणेश बहादुर खत्री,383,475
668,षडानन्द नगरपालिका,14,वडा अध्यक्ष,भोजपुर,1,झंक बहादुर रोका,279,423
669,हरिपुर नगरपालिका,8,वडा अध्यक्ष,सर्लाही,2,हरि बहादुर थापा,439,487
670,भिरकोट नगरपालिका,3,वडा अध्यक्ष,स्याङ्जा,4,बाबुराम श्रेष्‍ठ,802,821
671,सैनामैना नगरपालिका,8,वडा अध्यक्ष,रुपन्देही,5,रामशरण न्यौपाने,697,944
672,मालारानी गाउँपालिका,3,वडा अध्यक्ष,अर्घाखांची,5,जीवन कुमार चौहान,975,1004
673,राक्सिराङ्ग गाउँपालिका,3,वडा अध्यक्ष,मकवानपुर,3,बाबु लाल स्‍याङ्तान,685,693
674,मध्यनेपाल नगरपालिका,9,वडा अध्यक्ष,लमजुंग,4,सूर्य बहादुर कुँवर,395,477
675,मोलुङ गाउँपालिका,8,वडा अध्यक्ष,ओखलढुंगा,1,हरी कुमार राई,325,434
676,रामधुनी नगरपालिका,2,वडा अध्यक्ष,सुनसरी,1,राम नारायण चौधरी,617,822
677,बुटवल उपमहानगरपालिका,11,वडा अध्यक्ष,रुपन्देही,5,रामचन्द्र क्षेत्री,2491,4733
678,प्यूठान नगरपालिका,2,वडा अध्यक्ष,प्यूठान,5,खिम बहादुर विष्‍ट,645,800
679,मालिकार्जुन गाउँपालिका,2,वडा अध्यक्ष,दार्चुला,7,गणेश सिंह धामी,407,438
680,ललितपुर महानगरपालिका,24,वडा अध्यक्ष,ललितपुर,3,दिनेश कार्की,978,1421
681,काठमाण्डौ महानगरपालिका,15,वडा अध्यक्ष,काठमाडौं,3,ईश्‍वर मान डंगोल,2659,4905
682,ढकारी गाउँपालिका,3,वडा अध्यक्ष,अछाम,7,महादेव बुढा,590,597
683,ललितपुर महानगरपालिका,4,वडा अध्यक्ष,ललितपुर,3,नारायण के.सी,1071,1173
684,सप्तकोशी  नगरपालिका,10,वडा अध्यक्ष,सप्तरी,2,उचित नारायण चौधरी,320,339
685,शिवपुरी गाउँपालिका,8,वडा अध्यक्ष,नुवाकोट,3,पदम बहादुर थपलिया,681,761
686,कलैया उपमहानगरपालिका,14,वडा अध्यक्ष,बारा,2,सुरेन्द्र प्रसाद जैसवाल,905,1005
687,माडी नगरपालिका,8,वडा अध्यक्ष,चितवन,3,कृष्णराज अधिकारी,97,532
688,अर्जुनधारा नगरपालिका,10,वडा अध्यक्ष,झापा,1,बलदेव सिंह गोम्देन तामाङ्ग,1038,1178
689,दुर्गाथली गाउँपालिका,2,वडा अध्यक्ष,बझाङ्ग,7,दिपक राज सोती,252,261
690,रतुवामाई नगरपालिका,8,वडा अध्यक्ष,मोरङ्ग,1,नन्द कुमार चापागाई,1085,1333
691,सूर्योदय नगरपालिका,4,वडा अध्यक्ष,इलाम,1,मधु सुदन लामिछाने,1265,1345
692,विनयी त्रिवेणी गाउँपालिका,3,वडा अध्यक्ष,नवलपरासी (बर्दघाट सुस्ता पूर्व),4,टुक बहादुर बैदवार,823,885
693,चैनपुर नगरपालिका,3,वडा अध्यक्ष,संखुवासभा,1,बल बहादुर अधिकारी,459,566
694,बबई गाउँपालिका,4,वडा अध्यक्ष,दाङ,5,टेक बहादुर वली,891,910
695,म्याङलुङ नगरपालिका,7,वडा अध्यक्ष,तेर्हथुम,1,नारायण प्रसाद आचार्य,246,451
696,मालारानी गाउँपालिका,7,वडा अध्यक्ष,अर्घाखांची,5,खड्क प्रसाद भुसाल,268,616
697,नेस्याङ गाउँपालिका,2,वडा अध्यक्ष,मनाङ्ग,4,कृष्ण बहादुर वस्नेत,36,48
698,बारबर्दिया नगरपालिका,6,वडा अध्यक्ष,बर्दिया,5,कर्ण बहादुर विश्‍वकर्मा,1074,1157
699,जिरी  नगरपालिका,4,वडा अध्यक्ष,दोलखा,3,पदे मान जिरेल,157,561
700,मध्यनेपाल नगरपालिका,4,वडा अध्यक्ष,लमजुंग,4,निर्मल गौतम,741,871
701,गुल्मीदरवार गाउँपालिका,4,वडा अध्यक्ष,गुल्मी,5,खुम बहादुर पल्ली,1069,1248
702,धुलिखेल नगरपालिका,3,वडा अध्यक्ष,काभ्रेपलाञ्चोक,3,विनोद पराजुली,383,516
703,जगदुल्ला गाउँपालिका,1,वडा अध्यक्ष,डोल्पा,6,देव शंकर रोकाया,53,59
704,कमल गाउँपालिका,2,वडा अध्यक्ष,झापा,1,तारानाथ न्यौपाने,1132,1169
705,पाख्रिवास नगरपालिका,1,वडा अध्यक्ष,धनकुटा,1,हेम बहादुर पाण्डे,242,275
706,खैरहनी नगरपालिका,11,वडा अध्यक्ष,चितवन,3,हाकिम सिंह उप्रेति,578,691
707,पूर्वखोला गाउँपालिका,2,वडा अध्यक्ष,पाल्पा,5,निर बहादुर सारु,433,882
708,माहाकाली नगरपालिका,7,वडा अध्यक्ष,कन्चनपुर,7,ज्ञानेन्द्र बहादुर वहेकक्षेत्री,750,921
709,शैलुङ  गाउँपालिका,5,वडा अध्यक्ष,दोलखा,3,किरण बस्नेत,300,441
710,काठमाण्डौ महानगरपालिका,18,वडा अध्यक्ष,काठमाडौं,3,न्‍हुछे काजी महर्जन,1043,1056
711,चामुण्डा विन्द्रासैनी नगरपालिका,7,वडा अध्यक्ष,दैलेख,6,इन्द्र प्रसाद चौलागाई,254,262
712,भगवानपुर गाउँपालिका,5,वडा अध्यक्ष,सिराहा,2,अमर लाल यादव,586,652
713,गौरिशंकर  गाउँपालिका,5,वडा अध्यक्ष,दोलखा,3,डिल्लीध्वज बस्न्यात,372,1099
714,फेदीखोला गाउँपालिका,2,वडा अध्यक्ष,स्याङ्जा,4,हिमालय जंग बानिया क्षेत्रि,706,1117
715,मोदी गाउँपालिका,2,वडा अध्यक्ष,पर्वत,4,विकाश तिमल्सिना,629,714
716,तारकेश्वर नगरपालिका,6,वडा अध्यक्ष,काठमाडौं,3,मधु कार्की,1356,1597
717,सरुमारानी गाउँपालिका,4,वडा अध्यक्ष,प्यूठान,5,चिन्त वहादुर सोमै मगर,491,748
718,खाल्सा छिन्ताङ सहीदभूमि गाउँपालिका,6,वडा अध्यक्ष,धनकुटा,1,हेम कुमार राई,555,783
719,सत्यवती गाउँपालिका,3,वडा अध्यक्ष,गुल्मी,5,रुक बहादुर राना मगर,784,892
720,कालिन्चोक  गाउँपालिका,8,वडा अध्यक्ष,दोलखा,3,नन्द राज शिवाकोटी,551,658
721,सर्केगाड गाउँपालिका,4,वडा अध्यक्ष,हुम्ला,6,वलविर थापा,193,201
722,तिलोत्तमा नगरपालिका,8,वडा अध्यक्ष,रुपन्देही,5,कृष्ण प्रसाद पौडेल,1096,1301
723,दिपायल सिलगढी नगरपालिका,7,वडा अध्यक्ष,डोटी,7,कर्ण बहादुर विष्‍ट,559,675
724,सप्तकोशी  नगरपालिका,3,वडा अध्यक्ष,सप्तरी,2,देब कान्त गोजेवार,207,245
725,पाटन नगरपालिका,7,वडा अध्यक्ष,बैतडी,7,ललित बहादुर चन्द,286,327
726,देवचुली नगरपालिका,14,वडा अध्यक्ष,नवलपरासी (बर्दघाट सुस्ता पूर्व),4,हेमराज दवाडी,303,631
727,म्याङलुङ नगरपालिका,2,वडा अध्यक्ष,तेर्हथुम,1,शम्भु तुम्वाहाङफे,347,380
728,आदर्श गाउँपालिका,2,वडा अध्यक्ष,डोटी,7,पदम सि वोहरा,445,502
729,गजुरी गाउँपालिका,5,वडा अध्यक्ष,धादिङ्ग,3,राम चन्द्र मिजार,671,687
730,तारकेश्वर नगरपालिका,10,वडा अध्यक्ष,काठमाडौं,3,अमृत थापा,625,639
731,बाणगंगा नगरपालिका,3,वडा अध्यक्ष,कपिलवस्तु,5,सन्तराम रौतार थारु,1149,1196
732,माछापुछ्रे गाउँपालिका,4,वडा अध्यक्ष,कास्की,4,पूर्ण बहादुर शाही,806,871
733,राप्ती नगरपालिका,6,वडा अध्यक्ष,चितवन,3,जल्लु महतो थारु,1019,1704
734,हेटौडा उपमहानगरपालिका,4,वडा अध्यक्ष,मकवानपुर,3,नविन सिग्देल,1907,1987
735,मुखियापट्टी मुसहरमिया गाउँपालिका,1,वडा अध्यक्ष,धनुषा,2,कमिता राय यादव,517,610
736,रत्ननगर नगरपालिका,4,वडा अध्यक्ष,चितवन,3,रबिन्द्र राज चौधरी,651,689
737,ज्वालामूखी गाउँपालिका,5,वडा अध्यक्ष,धादिङ्ग,3,कृष्‍ण प्रसाद काप्री,1080,1252
738,बनेपा नगरपालिका,3,वडा अध्यक्ष,काभ्रेपलाञ्चोक,3,कृष्ण प्रसाद दाहाल,986,1128
739,दोर्दी गाउँपालिका,9,वडा अध्यक्ष,लमजुंग,4,खेम वहादुर गुरुङ,261,391
740,भद्रपुर नगरपालिका,10,वडा अध्यक्ष,झापा,1,टेक वहादुर खड्का,1304,1578
741,कमलामाई नगरपालिका,11,वडा अध्यक्ष,सिन्धुली,3,राम बहादुर थिङ,570,884
742,लिखु  गाउँपालिका,2,वडा अध्यक्ष,ओखलढुंगा,1,राम हरि वुढाथोकी,298,369
743,नारायण नगरपालिका,11,वडा अध्यक्ष,दैलेख,6,टंक बहादुर विष्ट,395,410
744,कंचन गाउँपालिका,3,वडा अध्यक्ष,रुपन्देही,5,नगेन्द्र बहादुर लामिछाने,1521,1553
745,गङ्गाजमुना गाउँपालिका,6,वडा अध्यक्ष,धादिङ्ग,3,भक्त बहादुर लामिछाने,712,893
746,मेलम्ची नगरपालिका,1,वडा अध्यक्ष,सिन्धुपाल्चोक,3,कृष्ण प्रसाद चौलागाई,823,841
747,रेसुङ्गा नगरपालिका,6,वडा अध्यक्ष,गुल्मी,5,गन बहादुर गुरुङ्ग,328,664
748,वाह्रविसे नगरपालिका,6,वडा अध्यक्ष,सिन्धुपाल्चोक,3,मोहन लाल श्रेष्ठ,221,786
749,छथर गाउँपालिका,5,वडा अध्यक्ष,तेर्हथुम,1,पुण्य प्रसाद ढकाल,613,800
750,तानसेन नगरपालिका,5,वडा अध्यक्ष,पाल्पा,5,राम बहादुर रावल,764,942
751,सप्तकोशी  नगरपालिका,11,वडा अध्यक्ष,सप्तरी,2,डोलेश्‍वर खडगा,314,371
752,गोसाईकुण्ड गाउँपालिका,4,वडा अध्यक्ष,रसुवा,3,सुप्पा तमाङ,96,103
753,आँधीखोला गाउँपालिका,4,वडा अध्यक्ष,स्याङ्जा,4,चिन्ता मणी पौडेल (पाध्य),511,740
754,तलकोट गाउँपालिका,4,वडा अध्यक्ष,बझाङ्ग,7,मन बहादुर घर्ती,345,348
755,ललितपुर महानगरपालिका,19,वडा अध्यक्ष,ललितपुर,3,बिनोद ताम्राकार,964,1215
756,चिशंखुगढी गाउँपालिका,6,वडा अध्यक्ष,ओखलढुंगा,1,कृष्ण बहादुर क्यापछाकी मगर,203,428
757,मंगला गाउँपालिका,5,वडा अध्यक्ष,म्याग्दी,4,भुपेन्द्र खत्री क्षेत्री,613,1121
758,बराह नगरपालिका,5,वडा अध्यक्ष,सुनसरी,1,राजु अधिकारी,1117,1969
759,गौरिशंकर  गाउँपालिका,9,वडा अध्यक्ष,दोलखा,3,छिरिङ शेर्पा,180,393
760,कावासोती नगरपालिका,17,वडा अध्यक्ष,नवलपरासी (बर्दघाट सुस्ता पूर्व),4,छविलाल महतो ,1362,1383
761,फेदीखोला गाउँपालिका,5,वडा अध्यक्ष,स्याङ्जा,4,देउ कुमारी गुरुङ,262,321
762,खाँदवारी नगरपालिका,3,वडा अध्यक्ष,संखुवासभा,1,तोया नाथ ढुंगाना,449,490
763,भगवानपुर गाउँपालिका,2,वडा अध्यक्ष,सिराहा,2,तेज नारायण चौधरी,834,1248
764,पोखरा लेखनाथ महानगरपालिका,17,वडा अध्यक्ष,कास्की,4,तिर्थ राज अधिकारी,2291,3046
765,ईटहरी उपमहानगरपालिका,2,वडा अध्यक्ष,सुनसरी,1,हर्क बहादुर मगर,2134,2218
766,क्व्होलासोथार गाउँपालिका,9,वडा अध्यक्ष,लमजुंग,4,नन्‍द जंङ गुरुङ,201,489
767,मोदी गाउँपालिका,5,वडा अध्यक्ष,पर्वत,4,दल बहादुर मल्ल,857,1155
768,चन्दननाथ नगरपालिका,7,वडा अध्यक्ष,जुम्ला,6,नर विर रावल,371,446
769,खिजिदेम्वा गाउँपालिका,6,वडा अध्यक्ष,ओखलढुंगा,1,छत्र बहादुर तामाङ,361,387
770,महाशिला गाउँपालिका,6,वडा अध्यक्ष,पर्वत,4,राम बहादुर सुनार,215,260
771,शिवसताक्षि नगरपालिका,8,वडा अध्यक्ष,झापा,1,केहरसिंह बस्नेत,1612,1626
772,खाँडादेवी गाउँपालिका,6,वडा अध्यक्ष,रामेछाप,3,पुष्कर कार्की,464,498
773,लेकबेशी नगरपालिका,8,वडा अध्यक्ष,सुर्खेत,6,लाल बहादुर बन्टाकी,419,508
774,कुश्मा नगरपालिका,10,वडा अध्यक्ष,पर्वत,4,सुजन वि.क,513,686
775,तानसेन नगरपालिका,12,वडा अध्यक्ष,पाल्पा,5,देवेन्द्र बहादुर राना,725,800
776,धनगढीमाई नगरपालिका,6,वडा अध्यक्ष,सिराहा,2,भगलु महतो,574,589
777,म्याङलुङ नगरपालिका,10,वडा अध्यक्ष,तेर्हथुम,1,होम बहादुर खापुङ,378,403
778,ईटहरी उपमहानगरपालिका,5,वडा अध्यक्ष,सुनसरी,1,कल्याण बहादुर कार्की,2070,2682
779,दोरम्बा गाउँपालिका,3,वडा अध्यक्ष,रामेछाप,3,लाल वदन मगर,563,589
780,राप्ती नगरपालिका,13,वडा अध्यक्ष,चितवन,3,सूर्य वहादुर प्रजा,311,441
781,बराहताल गाउँपालिका,2,वडा अध्यक्ष,सुर्खेत,6,योबराज कार्की,458,462
782,साफेबगर नगरपालिका,10,वडा अध्यक्ष,अछाम,7,लाल बहादुर खडका,515,549
783,विदुर नगरपालिका,11,वडा अध्यक्ष,नुवाकोट,3,तोया नाथ तिम्सिना,677,782
784,अर्जुनधारा नगरपालिका,6,वडा अध्यक्ष,झापा,1,लोकनाथ गौतम,770,788
785,मन्थली नगरपालिका,8,वडा अध्यक्ष,रामेछाप,3,राज कुमार श्रेष्‍ठ,627,879
786,कावासोती नगरपालिका,4,वडा अध्यक्ष,नवलपरासी (बर्दघाट सुस्ता पूर्व),4,रमाकान्त चापागाई,479,758
787,नेस्याङ गाउँपालिका,1,वडा अध्यक्ष,मनाङ्ग,4,भुजुङ गुरुङ,72,84
788,मध्यविन्दु नगरपालिका,1,वडा अध्यक्ष,नवलपरासी (बर्दघाट सुस्ता पूर्व),4,लिला राम थारु,738,742
789,बेनी  नगरपालिका,8,वडा अध्यक्ष,म्याग्दी,4,राम कृषण वराइली विश्वकर्मा,233,257
790,गल्छी गाउँपालिका,8,वडा अध्यक्ष,धादिङ्ग,3,भरत तामाङ,804,806
791,ईन्द्र सरोवर गाउँपालिका,2,वडा अध्यक्ष,मकवानपुर,3,राजु मान महर्जन,557,574
792,पथरी शनिश्चरे नगरपालिका,2,वडा अध्यक्ष,मोरङ्ग,1,याम प्रसाद गुराँगाई,945,976
793,कुसे गाउँपालिका,4,वडा अध्यक्ष,जाजरकोट,6,कृती वहादुर शाही,265,326
794,सागुरीगढी गाउँपालिका,2,वडा अध्यक्ष,धनकुटा,1,दल बहादुर इङनाम (लिम्वु),327,409
795,सूर्यविनायक नगरपालिका,7,वडा अध्यक्ष,भक्तपुर,3,रविन्द्र सापकोटा,765,1416
796,मष्टा गाउँपालिका,2,वडा अध्यक्ष,बझाङ्ग,7,शेर बहादुर खड्का,413,470
797,पैयूं गाउँपालिका,3,वडा अध्यक्ष,पर्वत,4,विष्णु प्रसाद काफ्ले,585,593
798,कमलबजार नगरपालिका,5,वडा अध्यक्ष,अछाम,7,नन्द राज चलाउने,330,472
799,सिम्ता गाउँपालिका,4,वडा अध्यक्ष,सुर्खेत,6,भिम बहादुर रावत,434,544
800,शिवसताक्षि नगरपालिका,9,वडा अध्यक्ष,झापा,1,छविलाल पाठक,1051,1233
801,कावासोती नगरपालिका,5,वडा अध्यक्ष,नवलपरासी (बर्दघाट सुस्ता पूर्व),4,हरि प्रसाद बास्तोला,414,684
